id,sentiment
1997_4,0.41
11036_4,0.38
4123_4,0.39
3520_3,0.18
10320_1,0.23
10185_10,0.77
10193_1,0.38
2506_7,0.71
9868_10,0.76
5603_2,0.1
8392_3,0.43
5322_4,0.17
12117_10,0.69
2411_8,0.53
9393_4,0.13
5968_8,0.65
6860_1,0.19
12144_4,0.65
2706_10,0.69
5655_1,0.56
2555_8,0.63
6091_9,0.6
712_9,0.72
9445_10,0.73
1777_10,0.63
490_8,0.37
318_10,0.6
10143_9,0.7
3608_8,0.72
686_4,0.88
12147_1,0.04
6782_10,0.58
5560_10,0.66
11621_8,0.82
11909_10,0.49
11938_9,0.81
1877_1,0.24
1298_1,0.22
11154_3,0.1
10898_7,0.45
9980_8,0.7
9719_10,0.76
516_1,0.05
2541_1,0.18
23_10,0.69
3517_1,0.29
10839_9,0.94
11461_9,0.64
10150_2,0.31
10664_9,0.7
6750_10,0.19
11165_4,0.66
3463_4,0.6
287_1,0.46
5582_1,0.44
1136_1,0.08
10316_1,0.18
1684_8,0.69
3556_9,0.62
11680_9,0.85
10775_10,0.75
5558_2,0.44
6203_10,0.59
4057_4,0.57
9010_8,0.77
1033_9,0.75
12116_9,0.64
8401_10,0.84
9863_4,0.42
2777_1,0.22
5797_3,0.35
9929_3,0.21
4177_1,0.35
2205_8,0.84
2839_8,0.76
7161_10,0.71
11724_4,0.41
10369_9,0.69
8702_2,0.43
1028_10,0.82
7226_4,0.55
8799_3,0.41
1573_8,0.64
12041_7,0.68
6207_7,0.6
399_8,0.67
1034_2,0.12
1610_4,0.62
596_10,0.62
6474_7,0.89
4464_3,0.53
10637_2,0.26
3272_10,0.81
10194_7,0.44
11906_3,0.56
3666_3,0.43
6148_4,0.34
4595_8,0.45
6146_1,0.33
7512_10,0.5
12333_1,0.06
3490_4,0.4
8495_1,0.28
955_4,0.26
10582_10,0.62
9477_8,0.53
7132_3,0.17
5214_1,0.29
8258_10,0.79
10387_1,0.38
268_10,0.68
8153_2,0.35
7353_3,0.51
7847_10,0.53
12028_10,0.7
2998_8,0.44
2641_8,0.54
11923_8,0.68
12322_1,0.18
11816_3,0.33
7111_3,0.14
8107_10,0.67
8835_8,0.54
10142_10,0.81
4445_3,0.17
976_8,0.52
1996_4,0.57
11496_3,0.3
1644_4,0.31
8573_3,0.36
10835_9,0.57
11531_8,0.57
5802_8,0.59
2501_3,0.36
530_2,0.27
1051_10,0.81
6629_1,0.18
10350_1,0.41
2943_10,0.79
7661_1,0.36
8359_3,0.38
10218_7,0.34
10548_1,0.17
906_7,0.82
2708_9,0.8
12478_4,0.5
10222_1,0.46
3560_2,0.33
3371_9,0.34
10009_3,0.49
3142_3,0.36
3876_9,0.64
6662_2,0.35
4691_1,0.43
2491_4,0.47
12485_4,0.48
1716_3,0.35
10767_10,0.58
4083_2,0.53
7656_3,0.3
2532_8,0.53
11243_8,0.43
11878_9,0.84
3627_8,0.44
9049_10,0.62
2950_4,0.4
4553_8,0.86
10414_1,0.26
4281_7,0.6
7905_4,0.51
10800_8,0.45
1562_4,0.25
7604_4,0.4
5752_2,0.46
9465_1,0.35
2701_4,0.38
12432_7,0.46
7583_9,0.79
4003_10,0.57
11082_2,0.28
7650_3,0.29
2215_7,0.53
6597_9,0.69
12268_1,0.15
8650_7,0.43
8311_2,0.27
10764_10,0.42
5462_2,0.16
10303_9,0.85
12132_4,0.42
11786_2,0.26
6248_2,0.26
5570_2,0.26
8367_4,0.49
2416_7,0.68
4073_1,0.21
4642_2,0.37
580_10,0.52
3328_4,0.46
9524_9,0.61
11980_2,0.49
7812_9,0.63
3567_7,0.55
9592_2,0.36
8421_1,0.44
2618_1,0.11
2367_3,0.2
10613_1,0.29
7657_2,0.41
10992_4,0.41
10663_4,0.64
9589_4,0.46
5184_8,0.49
7352_7,0.54
6483_4,0.49
914_10,0.81
1239_4,0.46
4465_4,0.47
82_10,0.54
3696_4,0.37
1507_8,0.65
12211_3,0.37
4003_3,0.28
3738_3,0.52
12089_10,0.8
593_1,0.25
7555_3,0.44
9897_9,0.84
299_1,0.4
2774_3,0.48
4723_8,0.5
1636_2,0.24
3383_8,0.75
5360_10,0.79
11542_10,0.77
1964_1,0.12
10323_10,0.68
5166_1,0.24
12371_1,0.19
7426_1,0.09
11832_4,0.65
684_9,0.53
519_7,0.32
1712_8,0.59
5973_9,0.76
2820_3,0.26
5023_7,0.92
2625_1,0.24
2699_9,0.54
7123_1,0.29
7327_10,0.86
944_8,0.7
9757_10,0.52
12491_9,0.51
12301_10,0.59
421_9,0.85
6655_2,0.23
610_9,0.5
3020_1,0.43
1797_10,0.64
1248_3,0.42
2524_10,0.65
10596_3,0.53
9326_3,0.42
9346_2,0.34
3890_8,0.78
7836_9,0.58
12388_7,0.54
3205_2,0.4
1547_9,0.61
2706_1,0.27
391_10,0.74
1544_10,0.69
7861_8,0.6
1448_2,0.3
6451_3,0.39
12187_3,0.46
11702_4,0.58
5947_1,0.63
1282_3,0.25
7492_2,0.17
7724_7,0.52
1564_1,0.51
4425_9,0.63
9416_9,0.86
10826_10,0.64
4402_10,0.7
9332_3,0.14
5856_1,0.16
2784_2,0.24
3216_1,0.39
8057_9,0.68
526_10,0.55
4376_1,0.16
9513_9,0.62
9972_9,0.61
339_1,0.25
11898_1,0.32
9282_4,0.41
2303_4,0.58
10199_1,0.03
11660_10,0.69
714_4,0.41
9283_9,0.63
2972_2,0.56
9060_7,0.81
3562_8,0.58
11064_8,0.63
4190_10,0.66
12472_10,0.89
2942_1,0.36
9560_9,0.5
2692_4,0.25
12057_1,0.2
11197_2,0.55
5827_4,0.91
4752_1,0.16
8114_3,0.41
5643_7,0.51
9127_2,0.48
10540_10,0.41
7342_2,0.09
4651_4,0.46
8798_1,0.37
5973_3,0.36
8314_2,0.23
7856_1,0.38
1255_4,0.41
9615_8,0.44
7261_4,0.41
9700_9,0.66
5938_10,0.85
970_7,0.71
7715_8,0.89
4643_2,0.33
7069_1,0.33
8600_10,0.68
10275_3,0.59
9519_1,0.14
8861_10,0.73
8558_4,0.33
7495_4,0.29
4727_10,0.44
9647_8,0.59
7192_3,0.64
8772_8,0.72
1198_4,0.48
4249_7,0.57
6816_2,0.42
10243_9,0.67
8365_1,0.36
2529_10,0.7
2538_10,0.59
5946_1,0.17
6716_8,0.61
2633_7,0.78
10513_1,0.23
4847_1,0.14
2552_10,0.47
7166_9,0.53
398_8,0.68
6925_4,0.37
9873_9,0.51
3598_4,0.54
5996_3,0.19
4024_10,0.72
3184_10,0.79
3801_2,0.11
1722_10,0.91
9344_1,0.16
2874_2,0.22
2914_4,0.53
9643_3,0.24
1756_10,0.86
2781_1,0.2
3559_1,0.13
6250_1,0.47
10960_9,0.69
565_8,0.48
8749_9,0.51
11273_4,0.52
6933_4,0.31
7295_1,0.38
12267_1,0.26
9844_4,0.44
1949_3,0.22
10048_1,0.5
7242_2,0.15
1722_2,0.35
9869_1,0.46
609_1,0.36
9383_7,0.29
6593_4,0.39
3284_10,0.75
6190_1,0.61
8305_10,0.74
20_1,0.12
10037_1,0.45
1751_10,0.87
6821_7,0.69
4780_10,0.62
1290_10,0.59
10777_2,0.28
3450_1,0.12
747_3,0.22
9262_10,0.95
7206_10,0.69
3700_4,0.6
2953_4,0.7
6828_8,0.6
10831_7,0.71
5014_1,0.24
11679_10,0.54
3476_9,0.45
12052_8,0.51
8635_3,0.5
6475_10,0.68
8531_2,0.37
9018_7,0.17
1492_9,0.62
10993_10,0.73
1896_2,0.14
8241_1,0.33
3568_8,0.4
9424_9,0.56
3791_1,0.3
2117_10,0.93
4679_8,0.67
1217_7,0.84
7969_3,0.22
2271_10,0.64
5772_9,0.59
1347_8,0.71
11800_1,0.11
8820_10,0.75
10014_7,0.37
9864_8,0.69
6926_4,0.45
1842_10,0.83
756_7,0.68
7657_10,0.79
12416_7,0.3
833_7,0.31
8746_10,0.68
6374_10,0.71
24_10,0.74
5133_10,0.38
2937_1,0.65
9845_8,0.45
6236_7,0.36
8525_7,0.61
10398_10,0.64
6555_7,0.76
5873_3,0.71
12235_8,0.56
8972_2,0.25
6313_1,0.29
3277_1,0.5
9661_10,0.4
11759_4,0.33
7960_2,0.61
2710_7,0.78
3152_1,0.33
3186_8,0.91
6180_2,0.35
3303_1,0.34
250_1,0.21
8902_1,0.29
7964_9,0.76
78_1,0.12
9162_9,0.59
11868_8,0.65
8522_8,0.53
8517_8,0.44
12341_4,0.44
3300_1,0.25
2961_10,0.9
11309_10,0.59
381_10,0.56
6537_10,0.62
4623_10,0.55
12425_10,0.83
817_7,0.67
1853_3,0.45
3586_10,0.84
6148_9,0.73
5020_10,0.78
6486_10,0.71
560_8,0.85
11210_3,0.62
4714_1,0.13
7175_7,0.61
10289_9,0.82
2497_2,0.53
6359_3,0.6
4905_3,0.5
4701_10,0.7
292_10,0.63
4010_9,0.65
1591_2,0.76
619_10,0.51
8563_1,0.03
488_4,0.49
3148_10,0.82
2046_4,0.21
11560_8,0.56
8694_7,0.82
11041_10,0.89
6159_8,0.45
10205_1,0.27
7840_9,0.81
3298_10,0.67
2854_7,0.51
3521_8,0.59
8317_2,0.23
10564_7,0.6
7951_3,0.47
9834_8,0.78
4809_9,0.82
4675_1,0.54
9493_10,0.46
7841_4,0.18
8076_10,0.44
3242_8,0.8
11666_3,0.13
9341_2,0.33
10384_1,0.14
1558_9,0.67
9790_10,0.6
12149_2,0.24
11533_4,0.3
4438_3,0.51
11177_4,0.19
8657_7,0.55
4485_4,0.61
1313_3,0.48
7383_10,0.86
11875_8,0.67
9838_7,0.78
33_3,0.12
5747_1,0.58
1420_8,0.57
7292_9,0.62
5218_7,0.54
3359_9,0.76
10947_8,0.54
219_1,0.22
6374_3,0.17
9686_10,0.56
6757_10,0.65
1003_8,0.66
9313_9,0.62
6175_10,0.71
5391_7,0.6
1085_1,0.32
9054_1,0.47
8543_10,0.81
686_8,0.25
6959_3,0.28
11014_4,0.47
9204_8,0.81
9029_7,0.55
10441_9,0.81
5245_10,0.6
1480_7,0.34
6426_3,0.32
1700_1,0.13
2783_10,0.9
6152_8,0.69
12282_10,0.8
2948_4,0.36
11974_2,0.07
5944_7,0.72
9370_8,0.66
711_10,0.37
6169_8,0.77
12329_1,0.16
4904_1,0.33
2070_3,0.39
25_3,0.22
1819_4,0.42
8642_10,0.43
11504_10,0.59
10193_7,0.84
8917_4,0.21
9380_2,0.56
10048_8,0.59
7288_9,0.68
8128_4,0.29
7800_3,0.48
5852_1,0.19
8027_1,0.17
10317_1,0.19
10280_8,0.44
3959_10,0.88
6115_10,0.88
6078_8,0.61
12273_9,0.71
1497_10,0.65
2969_9,0.53
2577_1,0.24
4519_1,0.28
8596_4,0.64
254_3,0.26
7005_8,0.31
5426_10,0.7
965_9,0.55
2044_4,0.7
9006_3,0.27
11462_10,0.89
4990_7,0.34
163_7,0.6
3134_3,0.54
2922_4,0.45
5777_1,0.16
6340_7,0.83
7896_1,0.17
2321_8,0.55
2187_1,0.44
1831_9,0.82
9321_10,0.79
9970_10,0.6
2978_4,0.44
7491_3,0.17
2491_10,0.51
749_1,0.34
4751_2,0.41
3276_1,0.3
10889_9,0.84
5887_1,0.33
8806_9,0.76
8569_2,0.11
3209_10,0.88
7139_10,0.55
5052_3,0.46
5773_3,0.36
1663_9,0.62
3575_7,0.5
12017_1,0.42
12460_8,0.89
7925_2,0.05
1643_10,0.68
4537_1,0.11
10651_3,0.3
12075_10,0.77
4823_1,0.52
5392_7,0.21
5436_9,0.69
3088_8,0.6
6607_9,0.67
7648_1,0.45
1073_8,0.75
4587_8,0.34
9463_10,0.68
11962_1,0.28
8718_4,0.55
7781_10,0.84
11495_2,0.6
2772_4,0.48
4029_1,0.14
2080_10,0.63
6250_9,0.95
2985_9,0.66
2935_7,0.44
7900_1,0.01
2433_8,0.88
12366_1,0.16
10910_2,0.49
5265_3,0.28
9603_10,0.6
11989_3,0.23
2929_4,0.55
1796_1,0.49
10659_2,0.47
4978_9,0.47
11823_8,0.96
1732_8,0.6
1103_4,0.36
8958_1,0.18
8607_4,0.52
5820_9,0.85
8885_3,0.17
3718_10,0.67
3822_1,0.32
9886_10,0.8
9806_10,0.61
10009_10,0.67
5979_2,0.15
11937_3,0.36
4776_8,0.65
9009_7,0.41
8094_7,0.69
828_3,0.44
3318_1,0.13
3558_4,0.43
7967_8,0.75
5275_7,0.64
5130_1,0.18
1327_9,0.6
11526_8,0.33
32_10,0.69
10697_1,0.21
9966_1,0.23
3132_1,0.43
967_2,0.23
6483_10,0.53
698_10,0.8
7848_2,0.34
9349_1,0.34
10532_9,0.8
11819_2,0.45
6812_1,0.25
5401_1,0.21
3528_1,0.16
12239_1,0.14
1479_4,0.27
2732_4,0.62
6806_10,0.56
2119_9,0.8
8565_9,0.03
1914_8,0.64
4835_1,0.18
1029_2,0.14
9228_4,0.29
2391_2,0.21
9674_9,0.79
9404_9,0.78
5987_1,0.2
9237_8,0.82
9879_2,0.3
1370_10,0.33
10662_1,0.47
6937_7,0.39
6355_9,0.8
3784_4,0.42
9136_10,0.49
9557_4,0.27
12013_7,0.82
1114_4,0.35
6890_10,0.82
3238_8,0.77
1790_10,0.92
4277_8,0.53
2257_4,0.7
7677_10,0.74
1618_4,0.4
7314_1,0.51
10332_1,0.26
7746_2,0.88
9303_3,0.33
12321_9,0.79
10341_2,0.5
7745_9,0.86
11104_7,0.69
10855_1,0.35
10300_1,0.17
2037_2,0.52
7754_9,0.57
9503_10,0.76
396_7,0.76
583_2,0.31
4469_3,0.45
11038_1,0.35
2285_4,0.27
5069_8,0.39
8736_8,0.78
9486_3,0.44
11669_10,0.66
8598_1,0.26
1344_3,0.26
11789_3,0.35
9605_2,0.34
10122_2,0.19
3752_10,0.72
3864_4,0.36
10505_7,0.53
3822_8,0.64
8146_4,0.39
11114_8,0.65
7847_2,0.46
10300_10,0.76
7021_10,0.73
8_9,0.42
7199_2,0.41
9392_9,0.39
8234_7,0.64
12328_7,0.68
9918_9,0.56
10066_7,0.38
5482_2,0.25
6914_4,0.45
4665_7,0.57
613_4,0.62
577_8,0.45
12490_4,0.49
8637_3,0.57
11815_4,0.45
9490_10,0.86
4388_3,0.2
11778_10,0.58
4988_10,0.8
6590_3,0.6
4761_7,0.58
8828_4,0.54
10382_3,0.27
3321_1,0.41
2550_10,0.62
12104_1,0.47
6431_1,0.33
8829_8,0.39
858_7,0.53
197_1,0.37
3599_7,0.53
10808_2,0.25
12050_4,0.47
6348_1,0.07
11051_8,0.65
11216_4,0.39
8360_3,0.56
9570_2,0.15
8040_4,0.35
3664_8,0.9
10003_8,0.89
3763_7,0.47
9692_9,0.21
4503_1,0.37
10985_2,0.54
121_4,0.45
5651_10,0.62
9416_3,0.2
9128_8,0.74
8955_8,0.66
8787_4,0.53
1622_9,0.48
762_3,0.41
6915_2,0.3
8998_4,0.38
8200_10,0.57
1878_8,0.55
5969_10,0.72
8000_3,0.33
8161_10,0.88
9805_4,0.24
3815_10,0.38
3783_3,0.42
4924_10,0.6
7952_1,0.27
4060_8,0.63
775_1,0.11
696_10,0.88
8751_10,0.38
6073_10,0.64
9982_1,0.29
3706_10,0.63
5996_8,0.27
3107_10,0.6
8913_8,0.32
8982_9,0.73
8938_3,0.62
3008_3,0.23
3787_2,0.24
6146_9,0.81
5664_1,0.45
2408_3,0.44
6153_2,0.19
7023_7,0.68
2571_3,0.09
6808_4,0.49
6425_9,0.86
11139_4,0.51
320_7,0.56
3098_1,0.07
5369_10,0.54
480_3,0.54
7884_9,0.6
5247_1,0.08
3192_2,0.18
12127_1,0.1
1237_7,0.68
612_3,0.63
6016_7,0.71
10490_1,0.18
5180_8,0.55
3122_4,0.53
2845_8,0.78
9000_8,0.57
448_2,0.3
1207_10,0.73
11989_8,0.83
11102_9,0.8
1761_1,0.1
9815_3,0.35
12023_1,0.73
9901_10,0.7
11740_2,0.56
4702_10,0.87
4885_3,0.3
0_2,0.59
2273_2,0.49
11340_8,0.56
12012_4,0.39
10534_10,0.52
8424_2,0.41
8716_3,0.37
7154_10,0.73
5001_1,0.33
6511_3,0.35
3308_7,0.69
2720_2,0.3
1183_10,0.64
12387_2,0.18
6580_2,0.4
4431_9,0.67
11828_7,0.59
6737_10,0.83
7505_4,0.44
4798_2,0.75
4773_1,0.26
6719_3,0.14
6475_3,0.5
11733_3,0.43
9360_7,0.7
5571_1,0.16
10316_10,0.53
5068_3,0.3
11188_8,0.32
7291_3,0.32
6233_3,0.5
11710_1,0.26
3780_7,0.48
3210_10,0.84
2885_3,0.16
2912_4,0.41
3320_4,0.21
11275_4,0.48
8406_1,0.25
8275_10,0.58
4862_9,0.76
11817_2,0.4
302_10,0.48
11341_1,0.57
4626_1,0.11
1030_2,0.42
4799_8,0.75
4845_1,0.16
3458_1,0.13
9535_9,0.85
6553_10,0.68
486_4,0.19
11162_7,0.64
7689_7,0.53
12058_1,0.15
3740_1,0.3
11656_8,0.34
9795_1,0.19
1947_1,0.2
1468_1,0.13
4158_10,0.77
5876_1,0.42
12084_4,0.42
5434_7,0.53
7984_9,0.54
2217_8,0.49
2300_4,0.22
8707_7,0.35
3345_10,0.94
7375_8,0.52
1150_2,0.13
8557_10,0.62
5590_8,0.71
5270_1,0.22
10339_4,0.58
6789_3,0.53
4289_1,0.78
693_4,0.55
326_1,0.68
9786_8,0.59
6610_10,0.66
11350_9,0.77
10907_1,0.71
3285_8,0.5
10964_4,0.15
5411_1,0.26
6188_10,0.63
7110_3,0.21
7355_8,0.38
12116_1,0.35
1187_1,0.11
12167_7,0.47
5530_9,0.55
2829_10,0.29
9549_4,0.11
8805_10,0.9
10265_3,0.34
5227_3,0.1
8693_10,0.7
6331_10,0.68
9079_4,0.3
7200_1,0.17
9322_10,0.95
2899_4,0.07
6478_10,0.79
4659_1,0.24
6755_1,0.37
10385_10,0.74
11861_1,0.27
5483_10,0.81
4012_10,0.68
7146_9,0.77
3782_9,0.6
12181_4,0.36
10663_10,0.64
4712_1,0.12
11071_10,0.7
11171_3,0.19
9043_10,0.74
9912_10,0.63
7306_9,0.64
12382_9,0.64
11654_9,0.48
8848_1,0.03
4076_3,0.53
8248_3,0.39
10011_1,0.36
11769_1,0.38
4164_9,0.68
1831_1,0.22
4164_1,0.65
318_3,0.37
7221_10,0.66
10912_8,0.85
1321_4,0.54
7712_7,0.56
2680_4,0.35
8374_1,0.21
995_7,0.61
2009_1,0.11
3905_9,0.72
3348_3,0.25
6466_1,0.14
11900_10,0.84
1634_7,0.51
8245_4,0.38
8561_1,0.28
2072_2,0.16
12060_10,0.71
8178_3,0.49
8778_1,0.46
10489_8,0.73
10118_8,0.74
3470_8,0.81
8014_4,0.83
582_10,0.57
8984_8,0.44
9085_8,0.7
8894_2,0.5
3762_2,0.27
3815_2,0.1
5903_9,0.49
8907_10,0.66
6140_7,0.71
9279_4,0.49
2948_9,0.75
10588_10,0.71
8239_1,0.39
6986_2,0.25
5308_3,0.28
11984_8,0.54
9984_4,0.43
11803_8,0.66
2925_10,0.61
11396_10,0.63
8998_7,0.53
4511_7,0.79
5780_2,0.36
9838_4,0.42
422_10,0.81
11389_10,0.51
8511_3,0.47
2089_10,0.79
5818_3,0.34
566_9,0.53
452_10,0.76
4451_9,0.8
6105_1,0.45
2158_10,0.21
10395_2,0.48
11291_3,0.1
2408_8,0.72
3698_9,0.5
6060_2,0.17
9509_10,0.64
7136_10,0.91
5557_10,0.88
7155_2,0.11
11421_10,0.85
3620_4,0.74
2176_4,0.57
8970_1,0.54
11186_10,0.69
9604_3,0.24
6047_10,0.69
4487_9,0.84
11880_3,0.15
2650_2,0.53
5279_1,0.31
9289_1,0.4
11673_10,0.83
6890_2,0.4
2668_10,0.53
942_1,0.1
264_1,0.41
10157_1,0.35
791_10,0.88
11434_9,0.61
5630_2,0.54
9392_1,0.1
12471_3,0.51
8593_9,0.36
10333_10,0.86
9146_8,0.54
5404_7,0.87
7662_9,0.76
11068_1,0.31
4460_2,0.45
5002_10,0.63
9269_9,0.81
1639_10,0.64
9045_1,0.41
9944_8,0.4
4091_4,0.43
6889_4,0.4
71_9,0.93
10173_8,0.9
2513_8,0.61
7507_1,0.21
1235_2,0.43
3325_1,0.47
4146_7,0.48
7286_8,0.56
4096_1,0.09
3897_7,0.77
11240_10,0.76
4109_1,0.1
9566_4,0.3
2038_8,0.68
6985_7,0.76
6967_9,0.68
11020_10,0.6
3291_1,0.6
9763_3,0.64
1943_7,0.41
7599_7,0.57
8158_8,0.72
4140_3,0.31
11840_2,0.06
9675_1,0.56
10878_1,0.13
10760_1,0.4
260_1,0.23
8188_10,0.7
3260_1,0.11
6172_9,0.59
10021_3,0.57
7784_10,0.75
4066_1,0.37
12325_10,0.63
9894_8,0.76
1242_1,0.2
2059_1,0.18
10686_7,0.62
8110_2,0.24
8398_7,0.63
6096_9,0.3
9422_3,0.32
2919_4,0.68
10248_1,0.27
7480_1,0.26
3248_8,0.87
10264_2,0.17
7401_10,0.5
10528_1,0.41
7623_8,0.34
3968_2,0.32
10918_4,0.34
5146_7,0.78
12466_4,0.36
10395_10,0.33
3862_8,0.85
2247_1,0.33
2979_9,0.89
3271_9,0.65
5225_1,0.13
5662_1,0.51
12087_3,0.52
10765_10,0.9
1256_4,0.5
2057_1,0.18
2610_7,0.73
2065_2,0.09
4410_3,0.5
6847_10,0.88
1927_1,0.47
4201_9,0.64
2578_8,0.75
74_10,0.57
8324_10,0.98
4762_8,0.45
10612_3,0.35
11353_10,0.64
10709_8,0.52
3978_7,0.5
954_4,0.32
2493_10,0.58
8293_7,0.68
9454_1,0.36
8982_1,0.51
5201_3,0.62
9758_1,0.17
5999_8,0.75
11000_1,0.07
647_1,0.44
7345_9,0.73
5105_3,0.23
9488_4,0.36
11810_10,0.6
5343_8,0.58
1671_7,0.62
6414_2,0.46
3749_8,0.48
2310_2,0.2
8460_2,0.15
12305_1,0.04
11672_1,0.15
11726_10,0.56
11659_2,0.44
8684_2,0.4
6546_10,0.78
1980_8,0.64
3113_10,0.74
8440_1,0.27
7473_7,0.77
726_7,0.42
11165_10,0.73
9830_2,0.34
6409_10,0.78
11455_3,0.37
993_3,0.41
3186_1,0.31
11631_4,0.19
3225_1,0.16
4442_1,0.43
6775_9,0.49
230_7,0.54
5971_4,0.62
763_10,0.82
9943_10,0.85
10098_9,0.59
7219_10,0.81
6348_8,0.57
5774_10,0.78
1842_4,0.29
3544_8,0.74
5661_10,0.82
8698_1,0.28
7576_1,0.19
584_3,0.23
9963_8,0.59
11653_8,0.78
4269_1,0.18
728_1,0.31
7118_2,0.15
6305_4,0.89
5970_4,0.61
4729_1,0.38
7638_10,0.32
2709_10,0.57
1461_7,0.37
5302_10,0.53
3589_10,0.74
3897_4,0.5
9883_1,0.28
9903_4,0.34
9789_1,0.15
2971_4,0.57
5015_7,0.78
9215_1,0.26
8553_2,0.47
5671_3,0.39
748_7,0.48
8222_10,0.8
9336_3,0.67
1585_1,0.47
10634_8,0.72
4549_8,0.91
7014_10,0.76
2412_10,0.82
5779_10,0.64
11949_4,0.58
6879_8,0.58
4432_2,0.33
5825_10,0.6
10422_9,0.45
4575_10,0.64
11520_1,0.2
6612_1,0.31
4206_7,0.81
1611_10,0.77
8170_10,0.8
96_1,0.11
715_10,0.64
10032_8,0.65
2585_1,0.29
7477_3,0.41
2778_10,0.95
6807_1,0.7
6378_1,0.43
1752_10,0.73
2305_8,0.87
7423_3,0.41
496_9,0.69
10829_1,0.2
7012_9,0.47
7701_7,0.81
6858_8,0.54
2723_4,0.37
5720_1,0.27
1531_9,0.56
3052_8,0.56
2728_7,0.58
2275_4,0.34
11211_1,0.55
4603_3,0.62
2273_9,0.82
11662_2,0.24
4887_3,0.34
8155_9,0.88
2373_4,0.41
1754_1,0.34
12247_9,0.61
10327_1,0.11
8968_3,0.64
370_8,0.69
559_10,0.75
8273_3,0.17
8125_2,0.42
8666_9,0.54
4827_7,0.64
9737_10,0.62
5604_8,0.66
8331_10,0.9
886_2,0.1
4413_7,0.65
4116_7,0.73
3675_1,0.49
496_3,0.59
8837_4,0.41
3099_2,0.45
5518_4,0.68
6953_9,0.91
1240_9,0.69
8614_1,0.32
1628_8,0.55
1673_3,0.33
10806_8,0.7
780_9,0.69
6957_8,0.92
10903_8,0.67
9908_7,0.47
4696_9,0.62
3816_7,0.61
489_9,0.91
2254_1,0.34
122_8,0.55
3171_8,0.6
54_3,0.35
8826_4,0.45
7686_1,0.12
10875_3,0.24
4858_10,0.47
1268_8,0.4
3497_10,0.93
6527_1,0.28
1345_9,0.72
10092_4,0.3
11571_9,0.63
2899_10,0.72
5381_10,0.83
8722_1,0.26
10521_10,0.62
296_9,0.8
6184_1,0.4
6657_10,0.75
5972_9,0.56
8599_7,0.37
6125_1,0.36
5834_2,0.47
12479_9,0.66
3253_2,0.14
4986_9,0.72
6439_7,0.51
9659_8,0.78
3375_3,0.26
3155_10,0.68
3478_9,0.4
6251_1,0.07
6281_1,0.01
4669_8,0.6
2843_2,0.16
8137_8,0.88
9390_10,0.58
11401_3,0.21
1455_4,0.56
8418_9,0.69
7064_4,0.52
7467_4,0.43
12492_10,0.75
1969_4,0.31
5388_8,0.43
3287_2,0.4
3493_1,0.33
11682_8,0.63
7860_3,0.45
5507_4,0.27
11741_10,0.78
8041_8,0.89
3525_7,0.57
12256_9,0.68
1559_10,0.81
5477_9,0.61
736_2,0.26
29_10,0.84
12257_7,0.68
11184_3,0.45
5323_4,0.17
11315_3,0.66
1400_4,0.39
7978_3,0.26
6543_10,0.36
2120_10,0.69
3033_10,0.81
4096_7,0.66
10945_1,0.41
10726_7,0.76
10568_10,0.9
8966_8,0.81
12274_4,0.15
10560_4,0.39
12352_8,0.61
5860_1,0.37
11828_1,0.27
10752_7,0.53
6501_4,0.36
561_1,0.32
6796_1,0.23
2626_4,0.6
9089_3,0.24
10921_10,0.9
6969_10,0.54
1039_1,0.13
9561_2,0.18
2651_10,0.75
8929_7,0.67
6434_2,0.52
3954_1,0.09
12408_10,0.48
9230_8,0.53
6626_1,0.34
1913_2,0.4
9277_10,0.71
8177_8,0.57
7174_2,0.45
10000_7,0.62
849_1,0.33
9768_1,0.29
2852_7,0.76
7872_10,0.85
7331_7,0.61
9716_8,0.75
5672_1,0.45
11305_7,0.6
4750_2,0.37
3606_7,0.82
10329_1,0.11
4407_8,0.84
4298_8,0.52
1526_3,0.42
1177_8,0.4
8366_3,0.23
1848_9,0.72
9689_1,0.19
4883_7,0.69
10485_10,0.74
10851_9,0.82
1550_7,0.59
5088_7,0.65
7420_7,0.67
8306_4,0.39
7474_9,0.56
5297_10,0.83
9105_1,0.14
4806_8,0.67
11659_10,0.75
5491_4,0.55
4175_1,0.08
8726_1,0.13
9049_4,0.15
3266_10,0.67
1396_1,0.35
8364_4,0.79
3945_2,0.13
196_4,0.38
279_1,0.31
12203_2,0.08
8613_8,0.59
3839_10,0.96
2780_7,0.4
10493_10,0.75
6866_9,0.81
4044_10,0.69
2435_1,0.37
1976_4,0.43
8649_3,0.12
7299_1,0.19
6018_2,0.16
9729_8,0.85
3154_10,0.65
950_1,0.25
1409_4,0.47
5175_10,0.98
9722_4,0.33
4077_2,0.3
7067_1,0.25
10984_10,0.85
7117_1,0.13
2121_10,0.74
1386_10,0.86
12236_10,0.49
11844_1,0.07
8085_9,0.66
333_3,0.34
6522_3,0.28
249_7,0.63
1199_1,0.13
499_8,0.44
10033_1,0.12
7699_9,0.73
4829_7,0.55
665_1,0.24
6743_8,0.52
10153_10,0.64
4757_2,0.54
6942_10,0.8
3895_7,0.32
11128_1,0.31
4404_3,0.28
10811_1,0.21
1165_7,0.71
10907_8,0.64
1859_10,0.67
5836_10,0.55
10158_2,0.6
899_3,0.49
8631_1,0.57
7153_8,0.61
847_2,0.31
4418_10,0.77
12320_10,0.76
